periodo,banco,tipo_credito,morosidad_pct
2022-12,B. BBVA Perú,Factoring,2.0917
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Factoring,0.0
2022-12,B. Pichincha,Factoring,100.0
2022-12,B. Interamericano de Finanzas,Factoring,0.0
2022-12,Scotiabank Perú,Factoring,0.0
2022-12,Citibank,Factoring,0.0
2022-12,Interbank,Factoring,0.0
2022-12,B. BBVA Perú,Arrendamiento financiero y Lease-back,10.5137
2022-12,B. de Comercio,Arrendamiento financiero y Lease-back,0.7382
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Arrendamiento financiero y Lease-back,6.9551
2022-12,B. Pichincha,Arrendamiento financiero y Lease-back,22.4139
2022-12,B. Interamericano de Finanzas,Arrendamiento financiero y Lease-back,12.9163
2022-12,Scotiabank Perú,Arrendamiento financiero y Lease-back,14.0569
2022-12,Interbank,Arrendamiento financiero y Lease-back,5.3842
2022-12,B. GNB,Arrendamiento financiero y Lease-back,9.9434
2022-12,B. Santander Perú,Arrendamiento financiero y Lease-back,3.6223
2022-12,B. BBVA Perú,Comercio exterior,0.7043
2022-12,B. de Comercio,Comercio exterior,7.2119
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Comercio exterior,3.2156
2022-12,B. Pichincha,Comercio exterior,10.7149
2022-12,B. Interamericano de Finanzas,Comercio exterior,4.3776
2022-12,Scotiabank Perú,Comercio exterior,9.9886
2022-12,Citibank,Comercio exterior,0.0
2022-12,Interbank,Comercio exterior,1.147
2022-12,B. GNB,Comercio exterior,43.0661
2022-12,B. Santander Perú,Comercio exterior,0.0
2022-12,B. BBVA Perú,Otros 1/,25.2591
2022-12,B. de Comercio,Otros 1/,99.0959
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Otros 1/,7.606
2022-12,B. Pichincha,Otros 1/,25.7422
2022-12,B. Interamericano de Finanzas,Otros 1/,20.1005
2022-12,Scotiabank Perú,Otros 1/,22.1775
2022-12,Citibank,Otros 1/,0.0
2022-12,Interbank,Otros 1/,2.849
2022-12,B. GNB,Otros 1/,15.2837
2022-12,B. Santander Perú,Otros 1/,100.0
2022-12,B. BBVA Perú,Créditos pequeñas empresas,7.4814
2022-12,B. de Comercio,Créditos pequeñas empresas,10.37
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos pequeñas empresas,9.9709
2022-12,B. Pichincha,Créditos pequeñas empresas,4.6607
2022-12,B. Interamericano de Finanzas,Créditos pequeñas empresas,17.3269
2022-12,Scotiabank Perú,Créditos pequeñas empresas,13.5429
2022-12,Citibank,Créditos pequeñas empresas,0.0
2022-12,Interbank,Créditos pequeñas empresas,12.0803
2022-12,Mibanco,Créditos pequeñas empresas,5.8408
2022-12,B. GNB,Créditos pequeñas empresas,59.1284
2022-12,B. Falabella Perú,Créditos pequeñas empresas,0.0
2022-12,B. BBVA Perú,Tarjetas de crédito,10.2225
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Tarjetas de crédito,15.6787
2022-12,B. Pichincha,Tarjetas de crédito,43.7919
2022-12,B. Interamericano de Finanzas,Tarjetas de crédito,25.1605
2022-12,Scotiabank Perú,Tarjetas de crédito,1.1454
2022-12,Citibank,Tarjetas de crédito,0.0
2022-12,Interbank,Tarjetas de crédito,0.5442
2022-12,B. BBVA Perú,Descuentos,7.9552
2022-12,B. de Comercio,Descuentos,0.0
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Descuentos,2.1029
2022-12,B. Pichincha,Descuentos,100.0
2022-12,B. Interamericano de Finanzas,Descuentos,0.0
2022-12,Scotiabank Perú,Descuentos,7.815
2022-12,Interbank,Descuentos,0.0
2022-12,B. BBVA Perú,Préstamos,6.4696
2022-12,B. de Comercio,Préstamos,10.8309
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,8.7814
2022-12,B. Pichincha,Préstamos,4.5619
2022-12,B. Interamericano de Finanzas,Préstamos,25.4986
2022-12,Scotiabank Perú,Préstamos,12.4482
2022-12,Citibank,Préstamos,0.0
2022-12,Interbank,Préstamos,11.9408
2022-12,Mibanco,Préstamos,5.8408
2022-12,B. GNB,Préstamos,59.1284
2022-12,B. Falabella Perú,Préstamos,0.0
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Factoring,0.0
2022-12,B. BBVA Perú,Arrendamiento financiero y Lease-back,22.0802
2022-12,B. de Comercio,Arrendamiento financiero y Lease-back,4.3372
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Arrendamiento financiero y Lease-back,73.8241
2022-12,B. Pichincha,Arrendamiento financiero y Lease-back,53.578
2022-12,B. Interamericano de Finanzas,Arrendamiento financiero y Lease-back,16.9248
2022-12,Scotiabank Perú,Arrendamiento financiero y Lease-back,54.9792
2022-12,Interbank,Arrendamiento financiero y Lease-back,50.5901
2022-12,B. BBVA Perú,Comercio exterior,0.3877
2022-12,B. de Comercio,Comercio exterior,0.0
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Comercio exterior,10.1948
2022-12,B. Pichincha,Comercio exterior,0.002
2022-12,B. Interamericano de Finanzas,Comercio exterior,0.0
2022-12,Scotiabank Perú,Comercio exterior,14.3792
2022-12,Interbank,Comercio exterior,9.0482
2022-12,B. BBVA Perú,Otros 1/,12.5978
2022-12,B. de Comercio,Otros 1/,89.7576
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Otros 1/,89.9332
2022-12,B. Pichincha,Otros 1/,21.7486
2022-12,B. Interamericano de Finanzas,Otros 1/,53.5769
2022-12,Scotiabank Perú,Otros 1/,87.6664
2022-12,Interbank,Otros 1/,99.243
2022-12,B. BBVA Perú,Créditos a microempresas,3.3148
2022-12,B. de Comercio,Créditos a microempresas,3.2617
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos a microempresas,6.9786
2022-12,B. Pichincha,Créditos a microempresas,5.4847
2022-12,B. Interamericano de Finanzas,Créditos a microempresas,1.7816
2022-12,Scotiabank Perú,Créditos a microempresas,5.6625
2022-12,Citibank,Créditos a microempresas,0.0
2022-12,Interbank,Créditos a microempresas,5.9171
2022-12,Mibanco,Créditos a microempresas,4.5551
2022-12,B. GNB,Créditos a microempresas,23.9756
2022-12,B. Falabella Perú,Créditos a microempresas,0.0
2022-12,B. BBVA Perú,Tarjetas de crédito,4.8727
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Tarjetas de crédito,2.9809
2022-12,B. Pichincha,Tarjetas de crédito,0.0
2022-12,B. Interamericano de Finanzas,Tarjetas de crédito,0.5716
2022-12,Scotiabank Perú,Tarjetas de crédito,0.041
2022-12,Citibank,Tarjetas de crédito,0.0
2022-12,Interbank,Tarjetas de crédito,14.2279
2022-12,B. BBVA Perú,Descuentos,0.0
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Descuentos,0.8175
2022-12,Scotiabank Perú,Descuentos,0.0
2022-12,B. BBVA Perú,Préstamos,2.653
2022-12,B. de Comercio,Préstamos,0.0
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,5.318
2022-12,B. Pichincha,Préstamos,5.4301
2022-12,B. Interamericano de Finanzas,Préstamos,0.0
2022-12,Scotiabank Perú,Préstamos,4.3474
2022-12,Interbank,Préstamos,6.1164
2022-12,Mibanco,Préstamos,4.5551
2022-12,B. GNB,Préstamos,23.9756
2022-12,B. Falabella Perú,Préstamos,0.0
2022-12,B. BBVA Perú,Factoring,0.0
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Factoring,0.0
2022-12,B. Interamericano de Finanzas,Factoring,0.0
2022-12,Interbank,Factoring,0.0
2022-12,B. BBVA Perú,Arrendamiento financiero y Lease-back,7.0631
2022-12,B. de Comercio,Arrendamiento financiero y Lease-back,100.0
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Arrendamiento financiero y Lease-back,20.5268
2022-12,B. Interamericano de Finanzas,Arrendamiento financiero y Lease-back,0.0015
2022-12,Scotiabank Perú,Arrendamiento financiero y Lease-back,84.9477
2022-12,Interbank,Arrendamiento financiero y Lease-back,65.8279
2022-12,B. BBVA Perú,Comercio exterior,0.0
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Comercio exterior,0.0
2022-12,B. BBVA Perú,Otros 1/,2.6239
2022-12,B. de Comercio,Otros 1/,100.0
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Otros 1/,80.7911
2022-12,B. Pichincha,Otros 1/,16.1419
2022-12,B. Interamericano de Finanzas,Otros 1/,85.0314
2022-12,Scotiabank Perú,Otros 1/,84.4993
2022-12,Interbank,Otros 1/,93.4112
2022-12,B. BBVA Perú,Créditos de consumo*,2.8119
2022-12,B. de Comercio,Créditos de consumo*,1.1583
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos de consumo*,2.4933
2022-12,B. Pichincha,Créditos de consumo*,3.1938
2022-12,B. Interamericano de Finanzas,Créditos de consumo*,2.1608
2022-12,Scotiabank Perú,Créditos de consumo*,2.2976
2022-12,Interbank,Créditos de consumo*,3.153
2022-12,Mibanco,Créditos de consumo*,2.3787
2022-12,B. GNB,Créditos de consumo*,1.4524
2022-12,B. Falabella Perú,Créditos de consumo*,4.1337
2022-12,B. Santander Perú,Créditos de consumo*,0.0
2022-12,B. Ripley,Créditos de consumo*,2.9194
2022-12,Alfin Banco,Créditos de consumo*,3.7757
2022-12,B. BBVA Perú,Tarjetas de crédito,3.2657
2022-12,B. de Comercio,Tarjetas de crédito,0.9005
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Tarjetas de crédito,3.4179
2022-12,B. Pichincha,Tarjetas de crédito,6.7742
2022-12,B. Interamericano de Finanzas,Tarjetas de crédito,3.9254
2022-12,Scotiabank Perú,Tarjetas de crédito,3.3447
2022-12,Interbank,Tarjetas de crédito,6.7943
2022-12,B. GNB,Tarjetas de crédito,4.1785
2022-12,B. Falabella Perú,Tarjetas de crédito,3.6115
2022-12,B. Ripley,Tarjetas de crédito,3.6222
2022-12,Alfin Banco,Tarjetas de crédito,66.1583
2022-12,B. BBVA Perú,Préstamos,2.6403
2022-12,B. de Comercio,Préstamos,1.1394
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,2.1028
2022-12,B. Pichincha,Préstamos,2.3296
2022-12,B. Interamericano de Finanzas,Préstamos,1.8131
2022-12,Scotiabank Perú,Préstamos,1.9799
2022-12,Interbank,Préstamos,2.0926
2022-12,Mibanco,Préstamos,2.3787
2022-12,B. GNB,Préstamos,1.427
2022-12,B. Falabella Perú,Préstamos,4.5876
2022-12,B. Ripley,Préstamos,2.2258
2022-12,Alfin Banco,Préstamos,3.7757
2022-12,B. Interamericano de Finanzas,Préstamos revolventes,46.2067
2022-12,Scotiabank Perú,Préstamos revolventes,0.0
2022-12,Interbank,Préstamos revolventes,20.5774
2022-12,Mibanco,Préstamos revolventes,0.0351
2022-12,B. BBVA Perú,Préstamos no revolventes,2.6403
2022-12,B. de Comercio,Préstamos no revolventes,1.1394
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos no revolventes,2.1028
2022-12,B. Pichincha,Préstamos no revolventes,2.3296
2022-12,B. Interamericano de Finanzas,Préstamos no revolventes,1.8073
2022-12,Scotiabank Perú,Préstamos no revolventes,1.9801
2022-12,Interbank,Préstamos no revolventes,2.0762
2022-12,Mibanco,Préstamos no revolventes,2.5951
2022-12,B. GNB,Préstamos no revolventes,1.427
2022-12,B. Falabella Perú,Préstamos no revolventes,4.5876
2022-12,B. Ripley,Préstamos no revolventes,2.2258
2022-12,Alfin Banco,Préstamos no revolventes,3.7757
2022-12,B. BBVA Perú,Préstamos autos,4.398
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos autos,1.2777
2022-12,B. Pichincha,Préstamos autos,21.1854
2022-12,B. Interamericano de Finanzas,Préstamos autos,2.0559
2022-12,Scotiabank Perú,Préstamos autos,4.9764
2022-12,Interbank,Préstamos autos,26.6753
2022-12,B. GNB,Préstamos autos,70.854
2022-12,B. Falabella Perú,Préstamos autos,87.332
2022-12,B. BBVA Perú,Otros 1/,93.8382
2022-12,B. de Comercio,Otros 1/,1.2191
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Otros 1/,85.7359
2022-12,B. Pichincha,Otros 1/,4.6428
2022-12,B. Interamericano de Finanzas,Otros 1/,87.7658
2022-12,Scotiabank Perú,Otros 1/,1.7482
2022-12,Interbank,Otros 1/,68.3066
2022-12,B. GNB,Otros 1/,100.0
2022-12,B. Santander Perú,Otros 1/,0.0
2022-12,B. BBVA Perú,Créditos hipotecarios para vivienda,2.2197
2022-12,B. de Comercio,Créditos hipotecarios para vivienda,5.4845
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos hipotecarios para vivienda,2.6377
2022-12,B. Pichincha,Créditos hipotecarios para vivienda,3.3899
2022-12,B. Interamericano de Finanzas,Créditos hipotecarios para vivienda,2.275
2022-12,Scotiabank Perú,Créditos hipotecarios para vivienda,2.6725
2022-12,Interbank,Créditos hipotecarios para vivienda,2.5767
2022-12,Mibanco,Créditos hipotecarios para vivienda,4.893
2022-12,B. GNB,Créditos hipotecarios para vivienda,6.2485
2022-12,B. Falabella Perú,Créditos hipotecarios para vivienda,0.0
2022-12,B. BBVA Perú,Préstamos,2.2622
2022-12,B. de Comercio,Préstamos,0.0
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,2.1832
2022-12,B. Pichincha,Préstamos,3.5472
2022-12,B. Interamericano de Finanzas,Préstamos,1.9831
2022-12,Scotiabank Perú,Préstamos,2.5163
2022-12,Interbank,Préstamos,2.6905
2022-12,Mibanco,Préstamos,4.8959
2022-12,B. GNB,Préstamos,6.8767
2022-12,B. Falabella Perú,Préstamos,0.0
2022-12,B. BBVA Perú,Préstamos Mivivienda,1.3942
2022-12,B. de Comercio,Préstamos Mivivienda,5.5069
2022-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos Mivivienda,4.3599
2022-12,B. Pichincha,Préstamos Mivivienda,3.3112
2022-12,B. Interamericano de Finanzas,Préstamos Mivivienda,3.1862
2022-12,Scotiabank Perú,Préstamos Mivivienda,5.1124
2022-12,Interbank,Préstamos Mivivienda,2.0505
2022-12,Mibanco,Préstamos Mivivienda,0.0936
2022-12,B. GNB,Préstamos Mivivienda,4.8859
2022-12,B. Falabella Perú,Préstamos Mivivienda,0.0
2022-12,B. Pichincha,Otros 1/,0.0
2023-12,B. BBVA Perú,Créditos corporativos,0.0001
2023-12,BANCOM,Créditos corporativos,0.0002
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos corporativos,0.0409
2023-12,B. Pichincha,Créditos corporativos,0.0
2023-12,B. Interamericano de Finanzas,Créditos corporativos,0.0
2023-12,Scotiabank Perú,Créditos corporativos,1.7098
2023-12,Citibank,Créditos corporativos,0.0
2023-12,Interbank,Créditos corporativos,0.0
2023-12,B. GNB,Créditos corporativos,0.0
2023-12,B. Santander Perú,Créditos corporativos,0.0
2023-12,Alfin Banco,Créditos corporativos,0.0
2023-12,B. ICBC,Créditos corporativos,0.0
2023-12,Bank of China,Créditos corporativos,0.0
2023-12,B. BCI Perú,Créditos corporativos,2.1313
2023-12,B. BBVA Perú,Tarjetas de crédito,0.0
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Tarjetas de crédito,0.0
2023-12,B. Pichincha,Tarjetas de crédito,0.0
2023-12,B. Interamericano de Finanzas,Tarjetas de crédito,0.0
2023-12,Scotiabank Perú,Tarjetas de crédito,0.0
2023-12,Citibank,Tarjetas de crédito,0.0
2023-12,Interbank,Tarjetas de crédito,0.0
2023-12,B. BBVA Perú,Descuentos,0.0
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Descuentos,0.0
2023-12,B. Pichincha,Descuentos,0.0
2023-12,B. Interamericano de Finanzas,Descuentos,0.0
2023-12,Scotiabank Perú,Descuentos,0.0
2023-12,Interbank,Descuentos,0.0
2023-12,B. Santander Perú,Descuentos,0.0
2023-12,B. BBVA Perú,Préstamos,0.0
2023-12,BANCOM,Préstamos,0.0
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,0.0029
2023-12,B. Pichincha,Préstamos,0.0
2023-12,B. Interamericano de Finanzas,Préstamos,0.0
2023-12,Scotiabank Perú,Préstamos,2.574
2023-12,Citibank,Préstamos,0.0
2023-12,Interbank,Préstamos,0.0
2023-12,B. GNB,Préstamos,0.0
2023-12,B. Santander Perú,Préstamos,0.0
2023-12,Alfin Banco,Préstamos,0.0
2023-12,B. ICBC,Préstamos,0.0
2023-12,Bank of China,Préstamos,0.0
2023-12,B. BCI Perú,Préstamos,0.0
2023-12,B. BBVA Perú,Factoring,0.0
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Factoring,0.0
2023-12,B. Interamericano de Finanzas,Factoring,0.0
2023-12,Scotiabank Perú,Factoring,0.0
2023-12,Citibank,Factoring,0.0
2023-12,Interbank,Factoring,0.0
2023-12,B. Santander Perú,Factoring,0.0
2023-12,Alfin Banco,Factoring,0.0
2023-12,B. BBVA Perú,Arrendamiento financiero y Lease-back,0.0012
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Arrendamiento financiero y Lease-back,0.0
2023-12,B. Pichincha,Arrendamiento financiero y Lease-back,0.0
2023-12,B. Interamericano de Finanzas,Arrendamiento financiero y Lease-back,0.0
2023-12,Scotiabank Perú,Arrendamiento financiero y Lease-back,0.0
2023-12,Interbank,Arrendamiento financiero y Lease-back,0.0
2023-12,B. GNB,Arrendamiento financiero y Lease-back,0.0
2023-12,B. Santander Perú,Arrendamiento financiero y Lease-back,0.0
2023-12,B. ICBC,Arrendamiento financiero y Lease-back,0.0
2023-12,B. BBVA Perú,Comercio exterior,0.0
2023-12,BANCOM,Comercio exterior,0.0
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Comercio exterior,0.0
2023-12,B. Pichincha,Comercio exterior,0.0
2023-12,B. Interamericano de Finanzas,Comercio exterior,0.0
2023-12,Scotiabank Perú,Comercio exterior,0.2751
2023-12,Interbank,Comercio exterior,0.0
2023-12,B. GNB,Comercio exterior,0.0
2023-12,B. Santander Perú,Comercio exterior,0.0
2023-12,B. ICBC,Comercio exterior,0.0
2023-12,B. BCI Perú,Comercio exterior,0.0
2023-12,B. BBVA Perú,Otros 1/,0.0
2023-12,BANCOM,Otros 1/,100.0
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Otros 1/,0.7078
2023-12,B. Pichincha,Otros 1/,0.0
2023-12,B. Interamericano de Finanzas,Otros 1/,0.0
2023-12,Scotiabank Perú,Otros 1/,0.0551
2023-12,Citibank,Otros 1/,0.0
2023-12,Interbank,Otros 1/,0.0
2023-12,B. Santander Perú,Otros 1/,0.0
2023-12,B. ICBC,Otros 1/,0.0
2023-12,B. BCI Perú,Otros 1/,100.0
2023-12,B. BBVA Perú,Créditos a grandes empresas,2.3146
2023-12,BANCOM,Créditos a grandes empresas,10.894
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos a grandes empresas,1.4046
2023-12,B. Pichincha,Créditos a grandes empresas,6.4805
2023-12,B. Interamericano de Finanzas,Créditos a grandes empresas,1.9235
2023-12,Scotiabank Perú,Créditos a grandes empresas,1.715
2023-12,Citibank,Créditos a grandes empresas,0.0
2023-12,Interbank,Créditos a grandes empresas,2.1409
2023-12,B. GNB,Créditos a grandes empresas,0.4753
2023-12,B. Santander Perú,Créditos a grandes empresas,2.0114
2023-12,Alfin Banco,Créditos a grandes empresas,0.0
2023-12,B. ICBC,Créditos a grandes empresas,0.0
2023-12,B. BCI Perú,Créditos a grandes empresas,0.9559
2023-12,B. BBVA Perú,Tarjetas de crédito,3.3206
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Tarjetas de crédito,0.2482
2023-12,B. Pichincha,Tarjetas de crédito,13.3441
2023-12,B. Interamericano de Finanzas,Tarjetas de crédito,0.0
2023-12,Scotiabank Perú,Tarjetas de crédito,0.0262
2023-12,Citibank,Tarjetas de crédito,0.0
2023-12,Interbank,Tarjetas de crédito,0.0
2023-12,B. BBVA Perú,Descuentos,1.4273
2023-12,BANCOM,Descuentos,3.0618
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Descuentos,0.3429
2023-12,B. Pichincha,Descuentos,14.4058
2023-12,B. Interamericano de Finanzas,Descuentos,5.3836
2023-12,Scotiabank Perú,Descuentos,1.3795
2023-12,Interbank,Descuentos,0.6564
2023-12,B. GNB,Descuentos,0.0
2023-12,B. Santander Perú,Descuentos,0.673
2023-12,B. ICBC,Descuentos,0.0
2023-12,B. BBVA Perú,Préstamos,2.8298
2023-12,BANCOM,Préstamos,37.8822
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,1.864
2023-12,B. Pichincha,Préstamos,7.0395
2023-12,B. Interamericano de Finanzas,Préstamos,2.2438
2023-12,Scotiabank Perú,Préstamos,2.3626
2023-12,Citibank,Préstamos,0.0
2023-12,Interbank,Préstamos,2.495
2023-12,B. GNB,Préstamos,0.512
2023-12,B. Santander Perú,Préstamos,2.9423
2023-12,Alfin Banco,Préstamos,0.0
2023-12,B. ICBC,Préstamos,0.0
2023-12,B. BCI Perú,Préstamos,1.1775
2023-12,B. BBVA Perú,Factoring,0.9438
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Factoring,0.0
2023-12,B. Pichincha,Factoring,100.0
2023-12,B. Interamericano de Finanzas,Factoring,0.0
2023-12,Scotiabank Perú,Factoring,0.0
2023-12,Citibank,Factoring,0.0
2023-12,Interbank,Factoring,0.0
2023-12,B. Santander Perú,Factoring,0.0
2023-12,Alfin Banco,Factoring,0.0
2023-12,B. BBVA Perú,Arrendamiento financiero y Lease-back,0.4724
2023-12,BANCOM,Arrendamiento financiero y Lease-back,1.0057
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Arrendamiento financiero y Lease-back,0.3709
2023-12,B. Pichincha,Arrendamiento financiero y Lease-back,5.1958
2023-12,B. Interamericano de Finanzas,Arrendamiento financiero y Lease-back,0.1439
2023-12,Scotiabank Perú,Arrendamiento financiero y Lease-back,0.1303
2023-12,Interbank,Arrendamiento financiero y Lease-back,0.2615
2023-12,B. GNB,Arrendamiento financiero y Lease-back,1.6133
2023-12,B. Santander Perú,Arrendamiento financiero y Lease-back,0.0
2023-12,B. ICBC,Arrendamiento financiero y Lease-back,0.0
2023-12,B. BBVA Perú,Comercio exterior,0.0162
2023-12,BANCOM,Comercio exterior,0.0
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Comercio exterior,1.2704
2023-12,B. Pichincha,Comercio exterior,4.0011
2023-12,B. Interamericano de Finanzas,Comercio exterior,1.0017
2023-12,Scotiabank Perú,Comercio exterior,0.3337
2023-12,Citibank,Comercio exterior,0.0
2023-12,Interbank,Comercio exterior,1.2815
2023-12,B. GNB,Comercio exterior,0.202
2023-12,B. Santander Perú,Comercio exterior,0.0
2023-12,B. ICBC,Comercio exterior,0.0
2023-12,B. BCI Perú,Comercio exterior,0.0
2023-12,B. BBVA Perú,Otros 1/,21.5376
2023-12,BANCOM,Otros 1/,39.4792
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Otros 1/,3.2845
2023-12,B. Pichincha,Otros 1/,8.0169
2023-12,B. Interamericano de Finanzas,Otros 1/,22.3814
2023-12,Scotiabank Perú,Otros 1/,0.152
2023-12,Citibank,Otros 1/,0.0
2023-12,Interbank,Otros 1/,15.448
2023-12,B. GNB,Otros 1/,100.0
2023-12,B. Santander Perú,Otros 1/,11.2793
2023-12,B. ICBC,Otros 1/,0.0
2023-12,B. BBVA Perú,Créditos a medianas empresas,13.0451
2023-12,BANCOM,Créditos a medianas empresas,22.4159
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Créditos a medianas empresas,13.8548
2023-12,B. Pichincha,Créditos a medianas empresas,31.3735
2023-12,B. Interamericano de Finanzas,Créditos a medianas empresas,14.3882
2023-12,Scotiabank Perú,Créditos a medianas empresas,14.2646
2023-12,Citibank,Créditos a medianas empresas,0.0
2023-12,Interbank,Créditos a medianas empresas,8.5865
2023-12,Mibanco,Créditos a medianas empresas,11.8704
2023-12,B. GNB,Créditos a medianas empresas,30.497
2023-12,B. Santander Perú,Créditos a medianas empresas,5.5146
2023-12,Alfin Banco,Créditos a medianas empresas,0.0
2023-12,B. BBVA Perú,Tarjetas de crédito,19.5394
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Tarjetas de crédito,23.2236
2023-12,B. Pichincha,Tarjetas de crédito,34.9761
2023-12,B. Interamericano de Finanzas,Tarjetas de crédito,22.6643
2023-12,Scotiabank Perú,Tarjetas de crédito,16.5222
2023-12,Citibank,Tarjetas de crédito,0.0
2023-12,Interbank,Tarjetas de crédito,18.3049
2023-12,B. BBVA Perú,Descuentos,5.0848
2023-12,BANCOM,Descuentos,15.997
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Descuentos,3.2288
2023-12,B. Pichincha,Descuentos,23.3396
2023-12,B. Interamericano de Finanzas,Descuentos,2.4162
2023-12,Scotiabank Perú,Descuentos,9.0076
2023-12,Interbank,Descuentos,0.771
2023-12,B. GNB,Descuentos,0.0
2023-12,B. Santander Perú,Descuentos,0.7479
2023-12,B. BBVA Perú,Préstamos,13.9735
2023-12,BANCOM,Préstamos,20.6657
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Préstamos,14.2824
2023-12,B. Pichincha,Préstamos,36.9422
2023-12,B. Interamericano de Finanzas,Préstamos,14.4623
2023-12,Scotiabank Perú,Préstamos,14.2612
2023-12,Citibank,Préstamos,0.0
2023-12,Interbank,Préstamos,10.6699
2023-12,Mibanco,Préstamos,11.8704
2023-12,B. GNB,Préstamos,35.9161
2023-12,B. Santander Perú,Préstamos,5.1321
2023-12,Alfin Banco,Préstamos,0.0
2023-12,B. BBVA Perú,Factoring,3.4683
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Factoring,0.0
2023-12,B. Pichincha,Factoring,100.0
2023-12,B. Interamericano de Finanzas,Factoring,0.0
2023-12,Scotiabank Perú,Factoring,0.0
2023-12,Citibank,Factoring,0.0
2023-12,Interbank,Factoring,0.0
2023-12,B. Santander Perú,Factoring,0.0
2023-12,Alfin Banco,Factoring,0.0
2023-12,B. BBVA Perú,Arrendamiento financiero y Lease-back,7.8027
2023-12,BANCOM,Arrendamiento financiero y Lease-back,2.9704
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Arrendamiento financiero y Lease-back,14.1706
2023-12,B. Pichincha,Arrendamiento financiero y Lease-back,36.16
2023-12,B. Interamericano de Finanzas,Arrendamiento financiero y Lease-back,17.8462
2023-12,Scotiabank Perú,Arrendamiento financiero y Lease-back,14.5443
2023-12,Interbank,Arrendamiento financiero y Lease-back,3.5027
2023-12,B. GNB,Arrendamiento financiero y Lease-back,20.9079
2023-12,B. Santander Perú,Arrendamiento financiero y Lease-back,3.5155
2023-12,B. BBVA Perú,Comercio exterior,0.5315
2023-12,BANCOM,Comercio exterior,40.8825
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Comercio exterior,4.3734
2023-12,B. Pichincha,Comercio exterior,18.3639
2023-12,B. Interamericano de Finanzas,Comercio exterior,6.3513
2023-12,Scotiabank Perú,Comercio exterior,11.7178
2023-12,Citibank,Comercio exterior,0.0
2023-12,Interbank,Comercio exterior,1.8206
2023-12,B. GNB,Comercio exterior,87.0732
2023-12,B. Santander Perú,Comercio exterior,11.4728
2023-12,B. BBVA Perú,Otros 1/,19.4084
2023-12,BANCOM,Otros 1/,99.9166
2023-12,B. de Crédito del Perú (con sucursales en el exterior),Otros 1/,15.0565
2023-12,B. Pichincha,Otros 1/,27.7708
2023-12,B. Interamericano de Finanzas,Otros 1/,24.2329
2023-12,Scotiabank Perú,Otros 1/,25.3957
2023-12,Interbank,Otros 1/,5.2018
